year_month,sentiment_ewma,ma_30,ma_90,volatility,momentum,date
2016-02,-0.023011860893832066,-0.023760626671818687,-0.042742945932117735,0.006353771290914664,0.008998600082203236,2016-02-01
2016-03,-0.06831583852600716,-0.04656929342276679,-0.038295938815184706,0.014774934312056677,-0.04473940575100314,2016-03-01
2016-04,-0.08942282568833092,-0.0792614387980494,-0.05011721592811104,0.00635574416437413,-0.020303148618088677,2016-04-01
2016-05,-0.04348208312394554,-0.0779584644991033,-0.06854480593986356,0.019005438949215088,0.04614109013333011,2016-05-01
2016-06,0.032667954380286926,0.0033426398072226933,-0.051380102672700295,0.021899374024869585,0.07441165359751008,2016-06-01
2016-07,0.04100039089572559,0.04229107014245062,-0.009887448028699753,0.007940390668949481,0.0077304517668736715,2016-07-01
2016-08,0.06275755230573847,0.047390354304901953,0.032192211422237126,0.010345088787950938,0.022149929051976606,2016-08-01
2016-09,0.0485034331973683,0.06240909828030109,0.050926781973670884,0.010039027593228646,-0.015040914695730575,2016-09-01
2016-10,0.007037112914790473,0.02809727608175852,0.046063324456050464,0.011940933378651613,-0.04092846044120314,2016-10-01
2016-11,-0.032851326926390395,-0.016176024058417476,0.02437172091765277,0.011516655489866436,-0.03906201766784878,2016-11-01
2016-12,-0.071076771104387,-0.05470050136547453,-0.014910934135185464,0.01205852327551764,-0.03747897068073543,2016-12-01
2017-01,-0.08856703131151239,-0.08189377081291074,-0.05195276780024167,0.00737607794579297,-0.016771646646804247,2017-01-01
2017-02,-0.010791954394627075,-0.056814947311960164,-0.06469007798487822,0.02769449533396267,0.07963869436168262,2017-02-01
2017-03,0.022321879431774844,0.010017229592511367,-0.04292106003597184,0.010275343212023376,0.03594456761115755,2017-03-01
2017-04,0.01942337428578216,0.026742802511307364,-0.006299007002140656,0.007553382153919628,-0.0031384954851363805,2017-04-01
2017-05,-0.029332335830897605,-0.005970787180589719,0.010545188675670406,0.01447358292153236,-0.04788304377901186,2017-05-01
2017-06,-0.06020515909413899,-0.049713117533179654,-0.00997136807858271,0.010168353013128247,-0.030149388141608884,2017-06-01
2017-07,-0.037740275631929256,-0.05158779011442643,-0.03640266219253038,0.006953554525886207,0.02223904824112531,2017-07-01
